,2018-2019,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,17.0,22.0,14.0,23.0,14.722,21.0
2,69231.0,13288.0,26827.0,69231.0,71538.0,71538.0
3,37.0,2.0,32.0,25.0,30.0,36.0
4,7.0,0.0,6.0,3.0,7.0,6.0
5,7.0,4.4,4.0,4.0,4.0,3.0
6,437.0,0.0,405.0,651.0,254.0,418.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,45.0,2.0,30.0,23.0,27.0,37.0
9,10.0,9.4,13.0,9.0,6.0,9.0
10,95.0,85.8,84.0,92.0,77.0,81.0
11,3.0,3.0,9.0,3.0,8.0,7.0
12,2.0,12.0,1.0,3.0,3.0,1.0
13,2.0,0.0,1.0,3.0,3.0,1.0
14,0.0,0.0,0.0,0.0,1.0,0.0
15,54.0,0.0,59.0,36.0,57.0,44.0
16,24.0,50.0,22.0,24.0,27.0,31.0
17,22.0,50.0,19.0,40.0,17.0,25.0
