,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,7.667,7.667,7.667,18.0,14.222,11.0,18.0,12.833,15.0
2,45788.0,91712.0,94923.0,95827.0,87692.0,87692.0,69231.0,69231.0,69231.0
3,33.0,32.0,33.0,23.0,31.0,34.0,27.0,35.0,34.0
4,11.0,8.0,8.0,6.0,14.0,14.0,10.0,16.0,9.0
5,5.0,5.0,7.0,2.0,3.0,8.0,7.0,7.0,9.0
6,261.0,333.0,341.0,246.0,185.0,201.0,205.0,174.0,271.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,64.0,49.0,46.0,27.0,34.0,49.0,28.0,32.0,27.0
9,3.0,8.0,5.0,5.0,10.0,9.0,7.0,13.0,11.0
10,97.0,94.0,94.0,70.0,97.0,94.0,89.0,97.0,85.0
11,1.0,2.0,2.0,7.0,2.0,2.0,4.0,1.0,5.0
12,4.0,6.0,7.0,3.0,4.0,4.0,3.0,4.0,10.0
13,4.0,6.0,7.0,3.0,4.0,4.0,3.0,4.0,10.0
14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,30.0,34.0,27.0,22.0,45.0,53.0,52.0,63.0,53.0
16,33.0,25.0,27.0,22.0,29.0,12.0,19.0,14.0,26.0
17,36.0,41.0,45.0,57.0,26.0,35.0,30.0,23.0,21.0
