,2021-2022,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,1.167,1.167,1.167,6.0,1.0,6.0,1.5,1.167
2,8462.0,7827.0,7827.0,9096.0,8788.0,8846.0,8462.0,8462.0
3,26.0,5.0,33.0,26.0,31.0,4.0,16.0,27.0
4,9.0,1.0,4.0,5.0,1.0,0.0,5.0,4.0
5,2.5,1.0,4.0,3.0,2.0,2.5,1.0,4.0
6,222.0,289.0,710.0,361.0,1719.0,0.0,208.0,482.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,29.0,2.0,41.0,15.0,22.0,0.0,15.0,26.0
9,7.0,3.0,6.0,12.0,13.0,3.0,4.0,6.0
10,88.0,80.0,97.0,85.0,58.0,81.14285714285714,75.0,85.0
11,4.0,2.0,2.0,7.0,16.0,24.0,6.0,4.0
12,12.0,12.0,3.0,1.0,2.0,12.0,12.0,2.0
13,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,42.0,40.0,45.0,69.0,74.0,100.0,56.0,48.0
16,31.0,60.0,24.0,23.0,16.0,0.0,19.0,37.0
17,27.0,0.0,30.0,8.0,10.0,0.0,25.0,15.0
